longitude,latitude,STOP_ID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
-87.70327,41.78087,3097,KEDZIE,62ND STREET,SB,NS,"52,52A",,CHICAGO,Kedzie & 62nd Street
-87.67372,41.77033,8787,DAMEN,68TH STREET,SB,NS,48,,CHICAGO,Damen & 68th Street
-87.67726,41.90145,8855,DAMEN,THOMAS,SB,NS,50,,CHICAGO,Damen & Thomas
-87.71370,41.97944,11121,KIMBALL,BALMORAL,SB,NS,"82,92",,CHICAGO,Kimball & Balmoral
-87.69734,41.91970,3009,CALIFORNIA,DICKENS,SB,NS,94,,CHICAGO,California & Dickens
-87.58663,41.79133,1515,STONY ISLAND,57TH DRIVE,NB,NS,"2,6,15,28",,CHICAGO,Stony Island & 57th Drive
-87.59635,41.78956,14041,WOODLAWN,58TH STREET,NB,NS,172,,CHICAGO,Woodlawn & 58th Street
-87.60151,41.79129,14034,ELLIS,57TH STREET,SB,FS,"171,172",,CHICAGO,Ellis & 57th Street
-87.58671,41.78805,1658,STONY ISLAND,59TH STREET,SB,NS,"2,6,15,28",,CHICAGO,Stony Island & 59th Street
-87.58394,41.79835,1520,S HYDE PARK,54TH STREET,NB,FS,"6,28,171",,CHICAGO,S Hyde Park & 54th Street
-87.68928,41.89130,720,GRAND,CAMPBELL,EB,NS,65,,CHICAGO,Grand & Campbell
-87.72472,41.83694,12950,31ST STREET,PULASKI,WB,FS,"35,53A,82",,CHICAGO,31st Street & Pulaski
-87.80652,41.92786,11789,HARLEM,WRIGHTWOOD (north leg),SB,NS,90,,ELMWOOD PARK,Harlem & Wrightwood
-87.76470,41.87826,11578,CENTRAL,ADAMS,NB,NS,85,,CHICAGO,Central & Adams
-87.75310,41.95889,5440,MILWAUKEE,CULLOM,SEB,NS,56,,CHICAGO,Milwaukee & Cullom
-87.70137,41.98692,1497,LINCOLN,FRANCISCO,NWB,FT,11,,CHICAGO,Lincoln & Francisco
-87.55906,41.70269,12231,106TH STREET,TORRENCE,EB,FS,"26,100",,CHICAGO,106th Street & Torrence
-87.79827,41.77745,4682,63RD STREET,NOTTINGHAM,WB,NT,63W,,CHICAGO,63rd Street & Nottingham
-87.79288,41.93096,11104,DIVERSEY,NORMANDY,WB,NS,76,,CHICAGO,Diversey & Normandy
-87.66604,41.93982,9304,BELMONT,GREENVIEW,WB,NS,77,N77,CHICAGO,Belmont & Greenview
-87.65989,41.97331,5345,BROADWAY,ARGYLE (north leg),SB,NT,36,,CHICAGO,Broadway & Argyle
-87.60633,41.70781,15033,COTTAGE GROVE,103RD STREET,NB,FS,"4,115",,CHICAGO,Cottage Grove & 103rd Street
-87.69229,41.88103,16088,MADISON,TALMAN,EB,NT,20,N20,CHICAGO,Madison & Talman
-87.69404,41.88103,421,MADISON,WASHTENAW,EB,NS,20,N20,CHICAGO,Madison & Washtenaw
-87.68410,41.88112,425,MADISON,OAKLEY,EB,NS,20,N20,CHICAGO,Madison & Oakley
-87.66041,41.99098,5333,BROADWAY,ELMDALE,SB,NS,36,,CHICAGO,Broadway & Elmdale
-87.71201,41.92495,17519,KIMBALL,FULLERTON,NB,FS,82,,CHICAGO,Kimball & Fullerton
-87.62877,41.85567,4457,ARCHER,DEARBORN,NEB,NS,62,,CHICAGO,Archer & Dearborn
-87.63807,41.70691,12160,103RD STREET,WALLACE,EB,NS,103,,CHICAGO,103rd Street & Wallace
-87.57153,41.76610,10809,71ST STREET,PAXTON,EB,NS,71,,CHICAGO,71st Street & Paxton
-87.58503,41.73134,7105,STONY ISLAND,90TH STREET,NB,NS,28,,CHICAGO,Stony Island & 90th Street
-87.56448,41.70979,5325,YATES,102ND STREET,NB,NS,15,,CHICAGO,Yates & 102nd Street
-87.55896,41.75188,2607,79TH STREET,MARQUETTE AVENUE,WB,MT,79,N79,CHICAGO,79th Street & Marquette Avenue
-87.60974,41.82399,7747,PERSHING,LANGLEY,WB,NS,39,,CHICAGO,Pershing & Langley
-87.75975,41.96063,11408,MONTROSE,LOCKWOOD,WB,NS,78,,CHICAGO,Montrose & Lockwood
-87.59213,41.80246,1527,E HYDE PARK,DORCHESTER,WB,FS,"2,15",,CHICAGO,E Hyde Park & Dorchester
-87.73522,42.02628,3542,OAKTON,KILDARE,WB,NS,97,,SKOKIE,Oakton & Kildare
-87.75075,42.06088,3575,OLD ORCHARD RD,LAVERGNE AVE (BLOOMGDLES),WB,MB,"54A,97,201",,SKOKIE,Old Orchard Mall - Bloomingdales
-87.74148,41.75939,10370,CICERO,STATE ROAD,NB,NT,54B,,CHICAGO,Cicero & State Road
-87.80599,41.90901,15726,HARLEM,NORTH AVENUE,SB,NS,"90,307",,ELMWOOD PARK,Harlem & North Ave
-87.78487,41.90193,11714,RIDGELAND,DIVISION,SB,NS,86,,OAK PARK,Ridgeland & Division
-87.54994,41.72991,7374,HOUSTON,91ST STREET,SB,FS,30,,CHICAGO,Houston & 91st Street
-87.55377,41.72874,7378,SOUTH CHICAGO,9177 SOUTH (CHA BUILDING),NWB,MB,30,,CHICAGO,9177 S South Chicago (CHA Building)
-87.77535,41.91115,9587,AUSTIN,WABANSIA,SB,NS,91,,CHICAGO,Austin & Wabansia
-87.65519,41.80336,5162,RACINE,50TH STREET,SB,NS,44,,CHICAGO,Racine & 50th Street
-87.76689,41.98873,11683,CENTRAL,INDIAN ROAD,SB,FT,85A,,CHICAGO,Central & Indian Road
-87.57620,41.74489,7387,SOUTH CHICAGO,JEFFERY,NWB,FS,30,,CHICAGO,South Chicago & Jeffery
-87.54800,41.74637,7064,S. SHORE DRIVE,82ND STREET,SB,FS,"N5,26,71",N5,CHICAGO,S. Shore Drive & 82nd Street
-87.61532,41.76374,2241,KING DRIVE,72ND STREET,SB,FS,3,,CHICAGO,King Drive & 72nd Street
-87.58595,41.74902,7196,STONY ISLAND,ANTHONY,SB,FS,28,,CHICAGO,Stony Island & Anthony
-87.69013,42.00326,1701,WESTERN,NORTH SHORE,SB,NS,49B,,CHICAGO,Western & North Shore
-87.68479,41.81929,8269,WESTERN,4102 SOUTH,SB,MB,49,N49,CHICAGO,4102 S Western
-87.62354,41.84048,1606,MICHIGAN,3000 SOUTH,SB,MB,"1,4",N4,CHICAGO,3000 S Michigan
-87.70455,41.82089,16064,KEDZIE,40TH STREET,SB,NT,52,,CHICAGO,Kedzie & 40th Street
-87.66010,41.98012,5340,BROADWAY,BALMORAL,SB,NS,36,,CHICAGO,Broadway & Balmoral
-87.78913,41.98685,9893,NORTHWEST HWY,NAPOLEON,NWB,NS,68,,CHICAGO,Northwest Hwy & Napoleon
-87.72753,42.06441,12701,CENTRAL STREET,CRAWFORD,EB,NS,"201,206",,EVANSTON,Central Street & Crawford
-87.78308,41.92364,1291,FULLERTON,MOBILE,EB,NS,74,,CHICAGO,Fullerton & Mobile
-87.62557,41.68523,2950,115TH STREET,PERRY,EB,NS,115,,CHICAGO,115th Street & Perry
-87.78335,41.90744,11711,RIDGELAND,LE MOYNE,SB,NS,86,,OAK PARK,Ridgeland & Le Moyne
-87.78020,41.98189,9889,NORTHWEST HWY,MEADE,NWB,NS,68,,CHICAGO,Northwest Hwy & Meade
-87.74338,41.80953,10354,CICERO,46TH STREET,SB,NS,54B,,CHICAGO,Cicero & 46th Street
-87.68175,41.82796,4487,ARCHER,OAKLEY,SWB,NS,"39,62",N62,CHICAGO,Archer & Oakley
-87.62006,41.66762,7593,MICHIGAN,124TH PLACE,NB,NS,34,N34,CHICAGO,Michigan & 124th Place
-87.53538,41.70843,7271,EWING,103RD STREET,SB,NS,"26,30",,CHICAGO,Ewing & 103rd Street
-87.70579,41.86808,15972,KEDZIE,FILLMORE,SB,FS,52,,CHICAGO,Kedzie & Fillmore
-87.74820,41.99715,10426,CICERO,DEVON,NB,NS,54A,,CHICAGO,Cicero & Devon
-87.72138,41.73258,12908,PULASKI,MAIN (8800 SOUTH),NB,MT,53A,,EVERGREEN PARK,Pulaski & Main (8800 South)
-87.72576,41.80121,3339,KARLOV,ARCHER,NB,NS,62,N62,CHICAGO,Karlov & Archer
-87.74676,42.05017,3568,SKOKIE BLVD,GROSS POINT,NB,FS,"54A,97",,SKOKIE,Skokie Blvd & Gross Point
-87.66343,41.74500,6117,ASHLAND,82ND STREET,SB,NS,9,N9,CHICAGO,Ashland & 82nd Street
-87.70442,41.82618,3128,KEDZIE,3700 SOUTH,NB,MB,52,,CHICAGO,3700 S Kedzie
-87.78470,41.89309,11729,RIDGELAND,SUPERIOR,NB,NS,86,,OAK PARK,Ridgeland & Superior
-87.78449,41.88810,11726,RIDGELAND,LAKE,NB,NS,86,,OAK PARK,Ridgeland & Lake
-87.64779,41.89937,15405,HALSTED,NORTH BRANCH,NB,FT,8,,CHICAGO,Halsted & North Branch
-87.83700,41.98013,8602,BRYN MAWR SERV,GREGORY,NB,NT,81W,,CHICAGO,Bryn Mawr & Gregory
-87.72089,41.71129,12900,PULASKI,100TH STREET,NB,NT,"53A,103",,CHICAGO,Pulaski & 100th Street
-87.65468,41.95562,1055,SHERIDAN,CUYLER,SB,NT,151,,CHICAGO,Sheridan & Cuyler
-87.62572,41.79273,2422,STATE,56TH STREET,SB,MT,29,,CHICAGO,State & 56th Street
-87.68969,41.98687,1710,WESTERN,ARDMORE,SB,NS,49B,,CHICAGO,Western & Ardmore
-87.68221,41.73564,9511,87TH STREET,WESTERN,WB,NS,87,,CHICAGO,87th Street & Western
-87.61600,41.78393,15511,61ST STREET,KING DRIVE,WB,FS,59,,CHICAGO,61st Street & King Drive
-87.81666,41.94523,12625,ADDISON,ORIOLE,WB,NS,152,,CHICAGO,Addison & Oriole
-87.74810,41.99000,11508,PETERSON,CICERO,WB,NS,84,,CHICAGO,Peterson & Cicero
-87.73168,41.83674,7441,31ST STREET,KILDARE,EB,NT,35,,CHICAGO,31st Street & Kildare
-87.55000,41.73002,15238,91ST STREET,HOUSTON,EB,NS,26,,CHICAGO,91st Street & Houston
-87.78523,41.97537,9872,HIGGINS,MOBILE,SEB,FS,88,,CHICAGO,Higgins & Mobile
-87.64245,41.69060,3715,HALSTED,112TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 112th Street
-87.70716,41.99013,1359,LINCOLN,VIRGINIA (PETERSON),SEB,FS,11,,CHICAGO,Lincoln & Peterson
-87.67585,41.76844,10113,69TH STREET,HOYNE,WB,NS,"67,94",,CHICAGO,69th Street & Hoyne
-87.71025,41.85177,6880,CERMAK,HOMAN,WB,FT,21,,CHICAGO,Cermak & Homan
-87.75246,41.88049,499,MADISON,LECLAIRE,WB,NS,20,N20,CHICAGO,Madison & Leclaire
-87.58389,41.79678,1519,S HYDE PARK,5440 SOUTH,NB,MB,"6,28",,CHICAGO,5440 S S Hyde Park
-87.57152,41.71337,5241,100TH STREET,CLYDE,EB,MT,15,,CHICAGO,100th Street & Clyde
-87.70827,41.87723,29,JACKSON,SPAULDING,EB,FS,126,,CHICAGO,Jackson & Spaulding
-87.60472,41.76574,10792,71ST STREET,COTTAGE GROVE/SO. CHICAGO,EB,FS,71,,CHICAGO,71st Street & Cottage Grove/S. Chicago
-87.64879,41.96648,3774,MARINE DRIVE,4646 NORTH,NB,MB,"81,136,146",N81,CHICAGO,4646 N Marine Drive
-87.70913,42.00735,12035,KEDZIE,MORSE (6933 NORTH),NB,MB,11,,CHICAGO,6933 N Kedzie
-87.72797,41.78582,12955,59TH STREET,KEELER,EB,NS,59,,CHICAGO,59th Street & Keeler
-87.67024,41.91053,901,NORTH AVENUE,PAULINA,EB,NS,72,,CHICAGO,North Ave & Paulina
-87.83040,41.94487,12466,ADDISON,PARIS,EB,NS,152,,CHICAGO,Addison & Paris
-87.70507,41.93198,11007,DIVERSEY,ALBANY,EB,NS,76,,CHICAGO,Diversey & Albany
-87.61328,41.83153,7688,RHODES (east leg),35TH STREET,NB,MT,35,,CHICAGO,Rhodes & 35th Street
-87.68585,41.86291,8368,WESTERN,14TH STREET,NB,NT,"18,49",N49,CHICAGO,Western & 14th Street
-87.78604,41.94006,11755,NARRAGANSETT,SCHOOL,NB,NS,86,,CHICAGO,Narragansett & School
-87.65391,41.76135,5055,RACINE,73RD STREET,NB,NS,44,,CHICAGO,Racine & 73rd Street
-87.70435,41.80486,14127,KEDZIE,ORANGE LINE STATION,NEB,TERM,52,,CHICAGO,Kedzie Orange Line Station
-87.64011,41.84533,5111,26TH STREET,NORMAL,EB,NS,44,,CHICAGO,26th Street & Normal
-87.66673,41.77933,3411,63RD STREET,PAULINA,EB,NS,63,N63,CHICAGO,63rd Street & Paulina
-87.64940,41.86700,307,ROOSEVELT,900 WEST,EB,MB,12,,CHICAGO,900 W Roosevelt
-87.76780,41.90926,861,NORTH AVENUE,MAJOR,EB,FT,72,,CHICAGO,North Ave & Major
-87.68579,41.85431,15059,WESTERN,PINK LINE STATION,SB,MB,"49,X49",N49,CHICAGO,Western Pink Line Station
-87.68682,41.97590,4782,FOSTER,OAKLEY,EB,NS,92,,CHICAGO,Foster & Oakley
-87.73994,41.77839,3379,63RD STREET,KILPATRICK,EB,NS,63,N63,CHICAGO,63rd Street & Kilpatrick
-87.69435,41.89559,545,CHICAGO,WASHTENAW,EB,NS,66,N66,CHICAGO,Chicago & Washtenaw
-87.74748,41.91685,4030,ARMITAGE,LACROSSE,EB,NS,73,,CHICAGO,Armitage & Lacrosse
-87.64787,41.83065,7673,35TH STREET,LITUANICA (east leg),EB,NS,35,,CHICAGO,35th Street & Lituanica
-87.60255,41.78037,3444,63RD STREET,INGLESIDE (west leg),EB,MT,63,N63,CHICAGO,63rd Street & Ingleside
-87.62096,41.88779,3954,WACKER (upper),COLUMBUS,EB,NS,"6,20,134,135,136",,CHICAGO,Wacker (Upper) & Columbus
-87.68506,41.91754,4061,ARMITAGE,OAKLEY,EB,NS,73,,CHICAGO,Armitage & Oakley
-87.75870,41.92400,1301,FULLERTON,LOCKWOOD,EB,NS,74,,CHICAGO,Fullerton & Lockwood
-87.55855,41.73724,9440,87TH STREET,MARQUETTE AVENUE (east le,EB,NS,87,,CHICAGO,87th Street & Marquette Avenue
-87.63328,41.81633,8045,43RD STREET,PRINCETON,EB,FS,43,,CHICAGO,43rd Street & Princeton
-87.68879,41.87380,187,HARRISON,CAMPBELL,EB,NS,7,,CHICAGO,Harrison & Campbell
-87.57623,41.76060,5216,JEFFERY,74TH STREET,SB,FS,"N5,15",N5,CHICAGO,Jeffery & 74th Street
-87.80709,41.97630,8538,HARLEM,FARRAGUT,SB,NT,90,,CHICAGO,Harlem & Farragut
-87.71265,41.94239,7857,KIMBALL,AVONDALE/HENDERSON,SB,NS,82,,CHICAGO,Kimball & Avondale/Henderson
-87.59594,41.75880,7231,SOUTH CHICAGO,75TH STREET/WOODLAWN,SEB,NS,30,,CHICAGO,South Chicago & 75th Street/Woodlawn
-87.66640,41.96353,1813,CLARK,SUNNYSIDE,SB,NS,"22,78",N22,CHICAGO,Clark & Sunnyside
-87.70221,41.82805,7786,36TH STREET,ALBANY,EB,NS,35,,CHICAGO,36th Street & Albany
-87.71173,41.90811,11253,HOMAN,LE MOYNE,NB,NS,82,,CHICAGO,Homan & Le Moyne
-87.71910,41.91731,15130,ARMITAGE,LAWNDALE,WB,NS,73,,CHICAGO,Armitage & Lawndale
-87.53977,41.65932,17850,AVENUE O,130TH STREET,NB,FS,30,,CHICAGO,Avenue O & 130th Street
-87.75567,41.89469,17882,LARAMIE,CHICAGO,SB,FS,57,,CHICAGO,Laramie & Chicago
-87.75551,41.89511,17883,LARAMIE,CHICAGO,NB,FS,57,,CHICAGO,Laramie & Chicago
-87.74972,41.95533,17900,MILWAUKEE,BELLE PLAINE,NWB,FS,56,,CHICAGO,Milwaukee & Belle Plaine
-87.75483,41.87681,17884,LARAMIE,JACKSON,NB,FS,57,,CHICAGO,Laramie & Jackson
-87.66762,41.98832,18264,RIDGE,ARDMORE,NWB,FS,84,,CHICAGO,Ridge & Ardmore
-87.68796,41.93013,17889,WESTERN,SCHUBERT,SB,NS,49,N49,CHICAGO,Western & Schubert
-87.60929,41.81671,8059,43RD STREET,LANGLEY,EB,NS,43,,CHICAGO,43rd Street & Langley
-87.69466,42.02652,14352,OAKTON,FLORENCE,EB,NT,206,,EVANSTON,Oakton & Florence
-87.70888,41.70599,12126,103RD STREET,ST. LOUIS,EB,NS,103,,CHICAGO,103rd Street & St. Louis
-87.65236,41.78685,12985,59TH STREET,ABERDEEN,EB,NS,59,,CHICAGO,59th Street & Aberdeen
-87.70351,41.87365,181,HARRISON,ALBANY,EB,NS,7,,CHICAGO,Harrison & Albany
-87.68349,42.04844,12708,CHURCH,BENSON,EB,NS,201,,EVANSTON,Church & Benson
-87.75025,41.79748,4398,ARCHER,LECLAIRE,NEB,NT,"62,62H",,CHICAGO,Archer & Leclaire
-87.67917,41.96608,8819,DAMEN,EASTWOOD/BROWN LINE STATION,SB,NS,50,,CHICAGO,Damen & Eastwood (Brown Line)
-87.61474,41.74186,2253,KING DRIVE,84TH STREET,SB,FS,3,,CHICAGO,King Drive & 84th Street
-87.80580,41.90532,15728,HARLEM,GREENFIELD,SB,NS,"90,307,318",,RIVER FOREST,Harlem & Greenfield
-87.64676,41.86468,5928,HALSTED,MAXWELL,NB,NS,"8,18,N62",N62,CHICAGO,Halsted & Maxwell
-87.71040,41.86442,4715,HOMAN,13TH STREET,NB,NS,82,,CHICAGO,Homan & 13th Street
-87.57373,41.75883,10955,75TH STREET,CLYDE,EB,NS,"N5,75",N5,CHICAGO,75th Street & Clyde
-87.77304,41.90197,1971,DIVISION,MAYFIELD,EB,NS,70,,CHICAGO,Division & Mayfield
-87.66015,41.91704,4073,CORTLAND,KINGSBURY,EB,NS,73,,CHICAGO,Cortland & Kingsbury
-87.57859,41.75152,2798,79TH STREET,BENNETT,EB,NS,79,N79,CHICAGO,79th Street & Bennett
-87.70593,41.97575,4774,FOSTER,ALBANY,EB,FS,"92,93",,CHICAGO,Foster & Albany
-87.72025,41.69298,12892,PULASKI,110TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 110th Street
-87.80293,41.93073,10965,DIVERSEY,NORDICA,EB,NS,76,,CHICAGO,Diversey & Nordica
-87.63239,41.67786,12457,119TH STREET,STEWART,EB,NS,119,,CHICAGO,119th Street & Stewart
-87.61674,41.81104,2213,KING DRIVE,46TH STREET,SB,FS,3,,CHICAGO,King Drive & 46th Street
-87.69348,41.94298,12829,ROCKWELL,DEVRY PARKING LOT n. dwy.,NB,MB,94,,CHICAGO,Rockwell & Devry Parking Lot (3400 N)
-87.62937,41.79640,6526,GRAND BLVD.S.C,south of FAMILY DOLLAR,NB,MB,24,,CHICAGO,Wentworth & Grand Blvd Shopping Ctr (5400 S)
-87.58808,41.80241,1647,E HYDE PARK,LAKE PARK,EB,NS,"15,172",,CHICAGO,E Hyde Park & Lake Park
-87.58691,41.78608,14885,60TH STREET,STONY ISLAND,EB,NS,2,,CHICAGO,60th Street & Stony Island
-87.63932,41.93576,1150,SHERIDAN,OAKDALE,NB,FS,"77,134,143,151,156",,CHICAGO,Sheridan & Oakdale
-87.60062,41.78042,3445,63RD STREET,ELLIS (east leg),EB,NS,63,N63,CHICAGO,63rd Street & Ellis
-87.68340,41.95399,17244,IRVING PARK,LEAVITT,EB,FS,80,,CHICAGO,Irving Park & Leavitt
-87.67454,41.87400,17074,HARRISON,OGDEN,EB,FS,"7,126",,CHICAGO,Harrison & Ogden
-87.76886,41.93859,9334,BELMONT,MAJOR,WB,NS,77,N77,CHICAGO,Belmont & Major
-87.73113,41.95372,5711,IRVING PARK,BLUE LINE STATION,WB,MB,"54A,80",,CHICAGO,Irving Park Blue Line Station
-87.69713,42.05567,14727,SIMPSON,DARROW,WB,NS,206,,EVANSTON,Simpson & Darrow
-87.68802,41.94679,12569,ADDISON,WESTERN,WB,NS,152,,CHICAGO,Addison & Western
-87.71099,41.87742,11177,HOMAN,JACKSON,SB,NS,82,,CHICAGO,Homan & Jackson
-87.62946,41.87812,70,JACKSON,DEARBORN,EB,NS,"1,7,28,126",,CHICAGO,Jackson & Dearborn
-87.62549,41.78019,2429,STATE,63RD STREET,SB,NS,29,,CHICAGO,State & 63rd Street
-87.61232,41.75120,2633,79TH STREET,EBERHART,WB,NS,79,N79,CHICAGO,79th Street & Eberhart
-87.79905,41.93086,11107,DIVERSEY,NEWLAND,WB,NS,76,,CHICAGO,Diversey & Newland
-87.59163,41.80913,5040,LAKE PARK,47TH STREET TERMINAL,NB,NS,"2,6,28",,CHICAGO,Lake Park & 47th Street Terminal
-87.70768,41.73524,9520,87TH STREET,3400 WEST (Cemetery ent.),WB,NT,87,,CHICAGO,3400 W 87th Street
-87.68095,41.82865,17435,35TH/ARCHER,ORANGE LINE STATION,SWB,TERM,39,,CHICAGO,35th/Archer Orange Line Station
-87.77211,42.00949,11668,LEHIGH,GREENLEAF,SEB,NS,85A,,CHICAGO,Lehigh & Greenleaf
-87.78422,41.90387,11713,RIDGELAND,BERKSHIRE,SB,NS,86,,OAK PARK,Ridgeland & Berkshire
-87.62012,41.66884,7594,MICHIGAN,124TH STREET,NB,NS,34,N34,CHICAGO,Michigan & 124th Street
-87.77677,41.95128,9566,AUSTIN,BYRON,SB,NS,91,,CHICAGO,Austin & Byron
-87.60783,41.75120,2784,79TH STREET,LANGLEY,EB,NS,79,N79,CHICAGO,79th Street & Langley
-87.61402,41.72376,2106,KING DRIVE,94TH STREET,NB,FS,3,,CHICAGO,King Drive & 94th Street
-87.65101,41.91094,933,NORTH AVENUE,FREMONT,WB,NT,"N9,72",N9,CHICAGO,North Ave & Fremont
-87.78631,41.94920,11760,NARRAGANSETT,GRACE,NB,NS,86,,CHICAGO,Narragansett & Grace
-87.70436,41.81721,3075,KEDZIE,42ND STREET,SB,NT,52,,CHICAGO,Kedzie & 42nd Street
-87.68711,41.90310,8221,WESTERN,DIVISION,SB,NS,"49,X49",N49,CHICAGO,Western & Division
-87.72164,41.72608,12876,PULASKI,92ND STREET,SB,MT,53A,,OAK LAWN,Pulaski & 92nd Street
-87.71379,41.98654,11293,KIMBALL,ARDMORE,NB,NS,82,,CHICAGO,Kimball & Ardmore
-87.67609,41.85842,8883,DAMEN,17TH STREET,SB,FS,50,,CHICAGO,Damen & 17th Street
-87.79430,41.95991,11306,FOREST PRES DR,MONTROSE,NEB,NS,78,,CHICAGO,Forest Preserve Avenue & Montrose
-87.60564,41.76360,2575,COTTAGE GROVE,ANTHONY,SB,FS,4,,CHICAGO,Cottage Grove & Anthony
-87.54018,41.67893,7292,AVENUE O,11919 S. driveway,SB,MT,30,,CHICAGO,11919 S Avenue O
-87.72826,41.97347,8982,PULASKI,5061 NORTH,SB,MB,53,,CHICAGO,5061 N Pulaski
-87.77461,41.87767,9608,AUSTIN,ADAMS (south leg),SB,NT,91,,OAK PARK,Austin & Adams
-87.65779,41.75596,10899,76TH STREET,1330 WEST,WB,MB,75,,CHICAGO,1330 W 76th Street
-87.75047,42.04087,3560,DEMPSTER,BRONX,WB,NS,"54A,97",,SKOKIE,Dempster & Bronx
-87.61317,41.68902,14050,KING DRIVE,113TH STREET,NB,NS,"4,111A,115",,CHICAGO,King Drive & 113th Street
-87.64138,41.66493,5976,HALSTED,126TH STREET,NB,NS,"8A,108",,CHICAGO,Halsted & 126th Street
-87.69882,42.04822,13135,DODGE,CHURCH,NB,NS,"93,206",,EVANSTON,Dodge & Church
-87.60724,41.70369,2967,COTTAGE GROVE,105TH STREET,NB,NS,"4,115",,CHICAGO,Cottage Grove & 105th Street
-87.71150,41.99715,1507,McCORMICK,DEVON,NB,NS,"11,82",,CHICAGO,McCormick & Devon
-87.69706,41.91559,3187,CALIFORNIA,CORTLAND,NB,NS,94,,CHICAGO,California & Cortland
-87.71925,41.69107,14178,111TH STREET,HARDING,NB,TERM,"53A,112",,CHICAGO,111th Street & Harding Terminal
-87.65335,41.73951,5043,RACINE,85TH STREET,NB,NS,44,,CHICAGO,Racine & 85th Street
-87.69503,41.84006,4181,CALIFORNIA,2900 SOUTH,NB,MB,94,,CHICAGO,2900 S California
-87.65504,41.80532,5081,RACINE,49TH STREET,NB,FS,44,,CHICAGO,Racine & 49th Street
-87.64123,41.83620,5105,WALLACE,32ND STREET,NB,NS,44,,CHICAGO,Wallace & 32nd Street
-87.76489,41.88411,11581,CENTRAL,WEST END,NB,NS,85,,CHICAGO,Central & West End
-87.61724,41.65918,7589,130TH STREET,INDIANA (east leg),WB,NT,"34,108",N34,CHICAGO,130th Street & Indiana
-87.74241,41.87319,244,HARRISON,KILPATRICK,WB,NS,7,,CHICAGO,Harrison & Kilpatrick
-87.70541,41.77901,3264,63RD STREET,SPAULDING,WB,NS,63,N63,CHICAGO,63rd Street & Spaulding
-87.65440,41.87661,92,VAN BUREN,ABERDEEN,WB,NS,126,,CHICAGO,Van Buren & Aberdeen
-87.69907,41.89539,798,GRAND,CHICAGO,WB,NS,65,,CHICAGO,Grand & Chicago
-87.71097,41.97577,4819,FOSTER,SPAULDING,WB,NS,"82,92,93",,CHICAGO,Foster & Spaulding
-87.69839,41.73536,15910,87TH STREET,UTICA,WB,NT,87,,CHICAGO,87th Street & Utica
-87.54726,41.64968,7323,BALTIMORE,BRAINARD,SB,NS,30,,CHICAGO,Baltimore & Brainard
-87.74705,41.94784,10330,CICERO,WAVELAND,NB,NS,54,,CHICAGO,Cicero & Waveland
-87.58670,41.80253,1524,E HYDE PARK,CORNELL,WB,FS,"6,28",,CHICAGO,E Hyde Park & Cornell
-87.69696,41.82279,7792,PERSHING,FRANCISCO,WB,NS,39,,CHICAGO,Pershing & Francisco
-87.62059,41.71824,7530,MICHIGAN,97TH STREET,SB,NT,"34,103,106,119",N34,CHICAGO,Michigan & 97th Street
-87.82220,42.00669,9912,NORTHWEST HWY,MERRILL,NWB,NS,68,,PARK RIDGE,Northwest Hwy & Merrill
-87.74310,41.81301,10395,CICERO,44TH STREET,NB,NS,54B,,CHICAGO,Cicero & 44th Street
-87.69196,41.91037,951,NORTH AVENUE,ROCKWELL,WB,NS,72,,CHICAGO,North Ave & Rockwell
-87.56809,41.71343,5244,100TH STREET,LUELLA,EB,FS,15,,CHICAGO,100th Street & Luella
-87.74658,41.93326,10322,CICERO,GEORGE,NB,NS,54,,CHICAGO,Cicero & George
-87.66433,41.96901,3783,LAWRENCE,BEACON,WB,NT,81,N81,CHICAGO,Lawrence & Beacon
-87.65712,41.89101,15135,GRAND,RACINE,EB,FS,65,,CHICAGO,Grand & Racine
-87.72816,41.99002,11440,PETERSON,PULASKI,EB,FS,84,,CHICAGO,Peterson & Pulaski
-87.76997,41.96766,9678,LAWRENCE,MAJOR (east leg),EB,NS,"81W,91",,CHICAGO,Lawrence & Major
-87.63986,41.69244,2917,111TH STREET,UNION,WB,NS,111,,CHICAGO,111th Street & Union
-87.54554,41.72848,15237,BURLEY,92ND STREET,NB,FS,95,,CHICAGO,Burley & 92nd Street
-87.69643,41.80087,9157,51ST STREET,FRANCISCO,EB,NS,51,,CHICAGO,51st Street & Francisco
-87.74716,41.77459,3374,65TH STREET,LAVERGNE (east leg),EB,NT,165,,BEDFORD PARK,65th Street & Lavergne
-87.59466,41.72398,12025,WOODLAWN,94TH STREET,NB,NS,"N5,95",N5,CHICAGO,Woodlawn & 94th Street
-87.55613,41.70284,12273,106TH STREET,180'e. of C.R.I.RR CROSSING,WB,MB,"26,100",,CHICAGO,2800 E 106th Street
-87.67508,41.91787,4100,ARMITAGE,WOLCOTT,WB,NS,73,,CHICAGO,Armitage & Wolcott
-87.68915,41.89579,631,CHICAGO,CAMPBELL,WB,NS,66,N66,CHICAGO,Chicago & Campbell
-87.71219,41.84445,6401,26TH STREET,ST. LOUIS,WB,NS,60,N60,CHICAGO,26th Street & St. Louis
